,city,district,region,metro,adress,age_of_construction,rooms_in_flat,rooms_to_rent,apartment_layout,ceiling_height,restroom,bathroom,remont,window_view,floor_of_flat,height,to_metro,type_of_way,price,kitchen_size,room_size,building_age,share_in_flat,remont_scale,price_per_square
109,Москва,ЦАО,р-н Хамовники,Спортивная,улица Усачева 19АК3,1926.0,4.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,6.0,6.0,5,пешком,23000,12.0,13.0,95.0,0.25,1,1769.2307692307693
110,Москва,СВАО,р-н Ярославский,Ростокино,Ярославское шоссе 6К1,1970.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,7.0,9.0,43,на транспорте,17000,6.0,16.0,51.0,0.3333333333333333,1,1062.5
111,Москва,ЮАО,р-н Орехово-Борисово Северное,Домодедовская,улица Генерала Белова 17,2000.0,2.0,1.0,Изолированная,,,Есть,Косметический,,6.0,22.0,16,пешком,15000,7.0,20.0,21.0,0.5,1,750.0
112,Москва,ЮЗАО,р-н Обручевский,Калужская,улица Обручева 6,2007.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,0.0,4.0,21.0,7,на транспорте,14000,12.0,16.0,14.0,0.3333333333333333,1,875.0
113,Москва,ЦАО,р-н Красносельский,Сретенский бульвар,Милютинский переулок 20/2С1,1914.0,6.0,1.0,Изолированная,,,,Косметический,,6.0,8.0,3,пешком,36000,11.0,42.0,107.0,0.16666666666666666,1,857.1428571428571
114,Москва,ЮВАО,р-н Некрасовка,Некрасовка,улица Недорубова 15,2016.0,2.0,1.0,Изолированная,2.7,1 раздельный,Есть,Евроремонт,2.0,4.0,18.0,5,пешком,15000,9.0,13.0,5.0,0.5,2,1153.8461538461538
115,Москва,ВАО,р-н Перово,Перово,улица Металлургов 26К2,1966.0,2.0,1.0,,2.64,1 раздельный,Есть,Косметический,2.0,3.0,5.0,12,пешком,16000,6.0,9.0,55.0,0.5,1,1777.7777777777778
116,Москва,ЮВАО,р-н Люблино,Люблино,улица Маршала Кожедуба 12к1,1969.0,2.0,1.0,,,,,Косметический,,18.0,22.0,31,на транспорте,20000,10.0,16.0,52.0,0.5,1,1250.0
117,Москва,СВАО,р-н Лианозово,Алтуфьево,Угличская улица 4,1969.0,3.0,1.0,,,,,Косметический,,2.0,9.0,12,пешком,18000,9.0,15.0,52.0,0.3333333333333333,1,1200.0
118,Москва,ЮВАО,р-н Нижегородский,Нижегородская,Перовское шоссе 6,1969.0,2.0,1.0,,,,,Косметический,,3.0,17.0,16,пешком,15000,9.0,15.0,52.0,0.5,1,1000.0
119,Москва,ЮАО,р-н Орехово-Борисово Северное,Домодедовская,Ореховый бульвар 21к1,1969.0,2.0,1.0,,,,,Косметический,,7.0,12.0,6,пешком,18000,6.0,15.0,52.0,0.5,1,1200.0
120,Москва,САО,р-н Коптево,Лихоборы,проезд Черепановых 68,1969.0,3.0,1.0,,,,,Косметический,,5.0,9.0,5,пешком,15000,9.0,16.0,52.0,0.3333333333333333,1,937.5
121,Москва,ВАО,р-н Соколиная гора,Соколиная гора,улица 9-я Соколиной Горы 15,1958.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,5.0,5.0,14,пешком,14000,7.0,18.0,63.0,0.5,1,777.7777777777778
122,Москва,СЗАО,р-н Покровское-Стрешнево,Тушинская,улица Большая Набережная 1к1,1969.0,3.0,1.0,,,,,Косметический,,2.0,5.0,10,пешком,17000,10.0,21.0,52.0,0.3333333333333333,1,809.5238095238095
123,Москва,ЮЗАО,р-н Обручевский,Калужская,улица Обручева 5А,2015.0,4.0,2.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,13.0,21.0,15,на транспорте,12000,12.0,16.0,6.0,0.5,1,750.0
124,Москва,СВАО,р-н Марфино,Фонвизинская,Малая Ботаническая улица 10,1959.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,1.0,5.0,15,пешком,15000,7.0,15.0,62.0,0.5,1,1000.0
125,Москва,СЗАО,р-н Южное Тушино,Сходненская,Лодочная улица 31Б,1969.0,2.0,1.0,,,,,Косметический,,5.0,5.0,20,пешком,14000,7.0,15.0,52.0,0.5,1,933.3333333333334
126,Москва,ЮВАО,р-н Кузьминки,Кузьминки,Волгоградский проспект 115К3,1969.0,2.0,1.0,,,,,Косметический,,2.0,5.0,5,пешком,14000,8.0,17.0,52.0,0.5,1,823.5294117647059
127,Москва,САО,р-н Войковский,Войковская,Вокзальный переулок 7К1,1969.0,3.0,1.0,,,,,Косметический,,1.0,5.0,12,пешком,18000,10.0,20.0,52.0,0.3333333333333333,1,900.0
128,Москва,САО,р-н Восточное Дегунино,Дегунино,Дубнинская улица 12К3,1969.0,2.0,1.0,,,,,Косметический,,1.0,9.0,4,пешком,15000,7.0,18.0,52.0,0.5,1,833.3333333333334
129,Москва,ВАО,р-н Соколиная гора,Соколиная гора,улица 9-я Соколиной Горы 15,1958.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,5.0,5.0,14,пешком,14000,7.0,18.0,63.0,0.5,1,777.7777777777778
130,Москва,ЮВАО,р-н Кузьминки,Кузьминки,Есенинский бульвар 9К4,1965.0,2.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,9.0,12.0,15,пешком,13000,6.0,10.0,56.0,0.5,1,1300.0
131,Москва,САО,р-н Савеловский,Динамо,улица Юннатов 8А,1969.0,3.0,1.0,,,,,Косметический,,5.0,5.0,15,пешком,25000,8.0,20.0,52.0,0.3333333333333333,1,1250.0
132,Москва,ЮАО,р-н Нагатинский затон,Коломенская,Коломенская набережная 10,1969.0,3.0,1.0,,,,,Косметический,,2.0,16.0,43,на транспорте,15000,9.0,16.0,52.0,0.3333333333333333,1,937.5
133,Москва,ЦАО,р-н Басманный,Бауманская,Бакунинская улица 62-68С1,1969.0,2.0,1.0,,,,,Косметический,,8.0,12.0,15,пешком,20000,9.0,14.0,52.0,0.5,1,1428.5714285714287
134,Москва,ВАО,р-н Гольяново,Щелковская,Алтайская улица 34,1969.0,3.0,1.0,,,,,Косметический,,7.0,9.0,35,на транспорте,16000,10.0,16.0,52.0,0.3333333333333333,1,1000.0
135,Москва,ЮВАО,р-н Печатники,Печатники,улица Гурьянова 69К1,1969.0,2.0,1.0,,,,,Косметический,,1.0,15.0,27,на транспорте,17000,10.0,15.0,52.0,0.5,1,1133.3333333333333
136,Москва,ВАО,р-н Перово,Перово,улица Металлургов 14,1969.0,2.0,1.0,,,,,Косметический,,4.0,5.0,9,пешком,17000,6.0,11.0,52.0,0.5,1,1545.4545454545455
137,Москва,ВАО,р-н Восточное Измайлово,Первомайская,Нижняя Первомайская улица 48/9,1954.0,2.0,1.0,,,1 раздельный,Есть,Косметический,2.0,5.0,5.0,10,пешком,18000,10.0,20.0,67.0,0.5,1,900.0
138,Москва,ЮЗАО,р-н Коньково,Беляево,Миклухо-Маклая улица 42,1969.0,2.0,1.0,,,,,Косметический,,12.0,24.0,15,пешком,15000,8.0,12.0,52.0,0.5,1,1250.0
139,Москва,ВАО,р-н Измайлово,Измайловская,Измайловский проезд 24к1,1969.0,2.0,1.0,,,,,Косметический,,1.0,12.0,20,пешком,20000,10.0,22.0,52.0,0.5,1,909.0909090909091
140,Москва,ЦАО,р-н Замоскворечье,Павелецкая,Озерковская набережная 48/50с1,1929.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Евроремонт,,4.0,5.0,9,пешком,30000,7.5,17.0,92.0,0.3333333333333333,2,1764.7058823529412
141,Москва,СВАО,р-н Бабушкинский,Бабушкинская,Староватутинский проезд 3,1970.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,,6.0,9.0,10,пешком,18000,7.0,18.0,51.0,0.5,1,1000.0
142,Москва,СЗАО,р-н Северное Тушино,Планерная,улица Фомичевой 4,1965.0,2.0,1.0,,2.64,,Есть,Косметический,2.0,3.0,5.0,10,пешком,15000,7.0,12.0,56.0,0.5,1,1250.0
143,Москва,ВАО,р-н Северное Измайлово,Щелковская,16-я Парковая улица 49К1,1967.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,,6.0,9.0,11,на транспорте,15000,7.0,14.0,54.0,0.3333333333333333,1,1071.4285714285713
144,Москва,ЗАО,р-н Тропарево-Никулино,Юго-Западная,улица Покрышкина 1к1,1969.0,2.0,1.0,,,1 совмещенный,,Косметический,,8.0,19.0,4,пешком,25000,10.0,18.0,52.0,0.5,1,1388.888888888889
145,Москва,ЮЗАО,р-н Котловка,Нагорная,Нагорная улица 35К1,1961.0,2.0,1.0,Изолированная,2.48,1 раздельный,Есть,Косметический,2.0,2.0,5.0,17,пешком,13000,8.63880341880342,14.0,60.0,0.5,1,928.5714285714286
146,Москва,ЮАО,р-н Донской,Шаболовская,улица Стасовой 12,1964.0,2.0,1.0,Изолированная,2.64,1 совмещенный,Есть,Косметический,2.0,7.0,9.0,12,пешком,15000,10.0,14.0,57.0,0.5,1,1071.4285714285713
147,Москва,ВАО,р-н Соколиная гора,Измайлово,Лечебная улица 3,1958.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,5.0,5.0,4,пешком,16000,8.0,16.0,63.0,0.3333333333333333,1,1000.0
148,Москва,ЮВАО,р-н Лефортово,Авиамоторная,Энергетическая улица 7,1941.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,,6.0,7.0,8,пешком,16000,14.0,16.0,80.0,0.3333333333333333,1,1000.0
149,Москва,ЦАО,р-н Замоскворечье,Павелецкая,Кожевническая улица 5,1938.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,,5.0,9.0,3,пешком,20000,10.0,22.0,83.0,0.3333333333333333,1,909.0909090909091
150,Москва,ЮАО,р-н Чертаново Южное,Аннино,Варшавское шоссе 154К1,1983.0,2.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,,7.0,16.0,5,пешком,18000,9.0,18.0,38.0,0.5,1,1000.0
151,Москва,ЮАО,р-н Чертаново Южное,Улица Академика Янгеля,Россошанская улица 3К2,1971.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,,4.0,9.0,7,пешком,15000,7.0,14.0,50.0,0.5,1,1071.4285714285713
152,Москва,ЮЗАО,р-н Академический,Профсоюзная,Большая Черемушкинская улица 42К1,1969.0,2.0,1.0,,3.2,1 раздельный,,Косметический,,2.0,5.0,11,пешком,17000,30.0,15.0,52.0,0.5,1,1133.3333333333333
153,Москва,СЗАО,р-н Северное Тушино,Сходненская,улица Героев Панфиловцев 43,1969.0,1.0,1.0,,,,Есть,Косметический,,9.0,16.0,11,на транспорте,16000,10.0,19.0,52.0,1.0,1,842.1052631578947
154,Москва,ЮВАО,р-н Кузьминки,Кузьминки,улица Юных Ленинцев 109К2,1961.0,3.0,1.0,Изолированная,2.64,1 совмещенный,Есть,Косметический,,1.0,5.0,12,пешком,10000,6.0,8.0,60.0,0.3333333333333333,1,1250.0
155,Москва,ЦАО,р-н Басманный,Курская,переулок Токмаков 16С1,1952.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Евроремонт,2.0,2.0,5.0,7,пешком,16000,11.0,21.0,69.0,0.3333333333333333,2,761.9047619047619
156,Москва,ЦАО,р-н Замоскворечье,Павелецкая,Большая Пионерская улица 15С1,1969.0,3.0,1.0,,,,Есть,Косметический,,12.0,12.0,4,пешком,18000,9.0,16.0,52.0,0.3333333333333333,1,1125.0
157,Москва,ЮАО,р-н Зябликово,Шипиловская,Шипиловская улица 39К2,1979.0,2.0,1.0,,2.48,,Есть,Косметический,,6.0,12.0,9,пешком,18000,6.0,20.0,42.0,0.5,1,900.0
158,Москва,СВАО,р-н Северное Медведково,Медведково,Заревый проезд 10,1989.0,3.0,1.0,Изолированная,2.48,1 раздельный,Есть,Косметический,2.0,16.0,16.0,2,пешком,13000,10.0,13.0,32.0,0.3333333333333333,1,1000.0
159,Москва,ЮВАО,р-н Выхино-Жулебино,Лермонтовский проспект,Жулебинский бульвар 9,1969.0,2.0,1.0,,,,Есть,Евроремонт,,9.0,10.0,5,пешком,13000,8.0,21.0,52.0,0.5,2,619.047619047619
160,Москва,ЦАО,р-н Якиманка,Октябрьская,Мытная улица 28С3,1927.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,6.0,6.0,7,пешком,16000,10.0,12.0,94.0,0.3333333333333333,1,1333.3333333333333
161,Москва,ВАО,р-н Соколиная гора,Семеновская,Измайловское шоссе 29,1965.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,7.0,9.0,11,пешком,15000,8.0,14.0,56.0,0.5,1,1071.4285714285713
162,Москва,СВАО,р-н Бабушкинский,Бабушкинская,Анадырский проезд 3,1959.0,2.0,1.0,Изолированная,,,,Евроремонт,,5.0,5.0,11,на транспорте,15000,7.0,12.0,62.0,0.5,2,1250.0
163,Москва,ЮВАО,р-н Выхино-Жулебино,Рязанский проспект,улица Вострухина 6К1,1966.0,2.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,5.0,5.0,5,пешком,15000,7.0,12.0,55.0,0.5,1,1250.0
164,Москва,ЗАО,р-н Тропарево-Никулино,Юго-Западная,улица 26-ти Бакинских Комиссаров 8к4,1969.0,3.0,1.0,,,1 раздельный,Есть,Косметический,,9.0,9.0,8,пешком,17000,8.0,18.0,52.0,0.3333333333333333,1,944.4444444444445
165,Москва,ВАО,р-н Новогиреево,Новогиреево,Зеленый проспект 56,1968.0,2.0,1.0,Изолированная,,1 совмещенный,Есть,Евроремонт,1.0,3.0,9.0,1,пешком,17000,7.0,15.0,53.0,0.5,2,1133.3333333333333
166,Москва,ЮЗАО,р-н Академический,Крымская,Большая Черемушкинская улица 2К3,1969.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,12.0,17.0,12,пешком,15000,7.0,12.0,52.0,0.5,1,1250.0
167,Москва,СВАО,р-н Бутырский,Фонвизинская,улица Гончарова 17К4,1952.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,2.0,5.0,9,пешком,18000,9.0,17.0,69.0,0.5,1,1058.8235294117646
168,Москва,СЗАО,р-н Хорошево-Мневники,Народное ополчение,улица Маршала Тухачевского 39,1960.0,2.0,1.0,Изолированная,2.48,1 раздельный,Есть,Косметический,2.0,1.0,5.0,11,на транспорте,17000,8.0,17.0,61.0,0.5,1,1000.0
169,Москва,ВАО,р-н Вешняки,Выхино,улица Красный Казанец 13,1970.0,2.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,,7.0,9.0,7,пешком,16000,7.0,14.0,51.0,0.5,1,1142.857142857143
170,Москва,ЮАО,р-н Чертаново Северное,Чертановская,Чертановская улица 8,1969.0,3.0,1.0,,,,Есть,Косметический,,1.0,17.0,14,пешком,18000,6.0,22.0,52.0,0.3333333333333333,1,818.1818181818181
171,Москва,ЗАО,р-н Фили-Давыдково,Кунцевская,улица Алексея Свиридова 13К2,1959.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,5.0,5.0,4,пешком,18000,8.0,22.0,62.0,0.3333333333333333,1,818.1818181818181
172,Москва,ВАО,р-н Соколиная гора,Соколиная гора,проспект Буденного 30/8,1956.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,2.0,9.0,17,пешком,13000,10.0,20.0,65.0,0.3333333333333333,1,650.0
173,Москва,ЮЗАО,р-н Южное Бутово,Бульвар Адмирала Ушакова,аллея Витте 6К1,2002.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,7.0,17.0,6,пешком,14000,12.0,15.0,19.0,0.3333333333333333,1,933.3333333333334
174,Москва,ТАО (Троицкий),м. Ольховая,Ольховая,В мкр 31,1969.0,1.0,1.0,,,1 раздельный,,Косметический,,9.0,9.0,78,на транспорте,14000,9.0,18.0,52.0,1.0,1,777.7777777777778
175,Москва,ВАО,р-н Новогиреево,Новогиреево,Зеленый проспект 56,1968.0,2.0,1.0,Изолированная,2.7,1 совмещенный,Есть,Евроремонт,1.0,3.0,9.0,1,пешком,19000,7.0,17.0,53.0,0.5,2,1117.6470588235295
176,Москва,СЗАО,р-н Северное Тушино,Планерная,Планерная улица 12К5,1967.0,2.0,1.0,,2.6,1 раздельный,Есть,Евроремонт,,8.0,9.0,3,пешком,17000,7.0,12.0,54.0,0.5,2,1416.6666666666667
177,Москва,ЮВАО,р-н Текстильщики,Текстильщики,Волжский бульвар 30,1959.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,4.0,5.0,10,пешком,14000,7.0,13.0,62.0,0.5,1,1076.923076923077
178,Москва,ЮВАО,р-н Текстильщики,Текстильщики,Волжский бульвар 30,1959.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,4.0,5.0,10,пешком,14000,7.0,13.0,62.0,0.5,1,1076.923076923077
179,Москва,ЦАО,р-н Хамовники,Спортивная,улица Усачева 62,1930.0,5.0,1.0,Изолированная,,1 раздельный,,Косметический,,5.0,5.0,3,пешком,18000,15.0,14.5,91.0,0.2,1,1241.3793103448277
180,Москва,СЗАО,р-н Митино,Митино,Митинская улица 44,1992.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,14.0,17.0,3,пешком,17000,18.0,20.0,29.0,0.3333333333333333,1,850.0
181,Москва,САО,р-н Головинский,Речной вокзал,Флотская улица 52К2,1967.0,2.0,1.0,Изолированная,2.64,1 совмещенный,Есть,Косметический,2.0,1.0,5.0,15,на транспорте,15000,7.0,20.0,54.0,0.5,1,750.0
182,Москва,СВАО,р-н Северное Медведково,Медведково,Студеный проезд 4К6,1999.0,2.0,1.0,Изолированная,2.64,1 раздельный,Есть,Евроремонт,2.0,3.0,17.0,10,пешком,18000,10.0,18.0,22.0,0.5,2,1000.0
183,Москва,ВАО,р-н Гольяново,Щелковская,Байкальская улица 44К3,1967.0,2.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,2.0,5.0,15,пешком,15000,8.0,19.0,54.0,0.5,1,789.4736842105264
184,Москва,СВАО,р-н Лианозово,Алтуфьево,Новгородская улица 5к1,2010.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,10.0,20.0,10,пешком,14000,9.0,15.0,11.0,0.5,1,933.3333333333334
185,Москва,ЮВАО,р-н Печатники,Кубанская,улица Кухмистерова 16,1969.0,3.0,1.0,Изолированная,2.64,1 раздельный,,Евроремонт,2.0,1.0,9.0,6,пешком,19000,6.0,19.0,52.0,0.3333333333333333,2,1000.0
186,Москва,ВАО,р-н Гольяново,Щелковская,Байкальская улица 26/10,1966.0,3.0,1.0,Изолированная,2.64,1 раздельный,,Косметический,2.0,4.0,9.0,9,пешком,14000,7.0,11.0,55.0,0.3333333333333333,1,1272.7272727272727
187,Москва,ЮВАО,р-н Текстильщики,Текстильщики,Люблинская улица 35К1,1965.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,7.0,9.0,15,пешком,14000,8.0,14.0,56.0,0.3333333333333333,1,1000.0
188,Москва,СВАО,р-н Бибирево,Бибирево,улица Коненкова 15В,1974.0,3.0,1.0,Изолированная,,1 раздельный,,Евроремонт,2.0,2.0,9.0,14,пешком,14000,7.0,10.0,47.0,0.3333333333333333,2,1400.0
189,Москва,СЗАО,р-н Северное Тушино,Планерная,улица Героев Панфиловцев 27К4,1966.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,5.0,5.0,19,пешком,15000,8.0,12.0,55.0,0.3333333333333333,1,1250.0
190,Москва,СВАО,р-н Ярославский,Бабушкинская,Лосевская улица 1К3,1976.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,,10.0,12.0,47,на транспорте,14000,15.0,14.0,45.0,0.3333333333333333,1,1000.0
191,Москва,ЮАО,р-н Чертаново Южное,Аннино,Варшавское шоссе 152К12,1993.0,2.0,1.0,Изолированная,2.64,1 совмещенный,,Косметический,2.0,2.0,17.0,9,пешком,16000,10.0,16.0,28.0,0.5,1,1000.0
192,Москва,ЮАО,р-н Орехово-Борисово Северное,Орехово,Каширское шоссе 82,1985.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,14.0,17.0,15,пешком,13000,8.0,16.0,36.0,0.5,1,812.5
193,Москва,ВАО,р-н Гольяново,Щелковская,Хабаровская улица 11/28,1969.0,3.0,1.0,Изолированная,2.64,1 совмещенный,,Евроремонт,2.0,5.0,9.0,15,на транспорте,15000,9.0,14.0,52.0,0.3333333333333333,2,1071.4285714285713
194,Москва,ЮВАО,р-н Текстильщики,Текстильщики,Волжский бульвар 36,1951.0,3.0,1.0,Изолированная,,,Есть,Косметический,,2.0,5.0,17,пешком,19000,9.0,23.0,70.0,0.3333333333333333,1,826.0869565217391
195,Москва,САО,р-н Западное Дегунино,Селигерская,Талдомская улица 17К2,2002.0,3.0,1.0,Изолированная,,1 раздельный,,Косметический,2.0,2.0,14.0,15,пешком,16000,9.0,18.0,19.0,0.3333333333333333,1,888.8888888888889
196,Москва,ЮАО,р-н Нагатино-Садовники,Нагорная,Каширское шоссе 11К1,1959.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,,2.0,8.0,20,пешком,20000,8.0,15.0,62.0,0.5,1,1333.3333333333333
197,Москва,СЗАО,р-н Северное Тушино,Сходненская,Туристская улица 25к5,2013.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,9.0,22.0,18,пешком,15000,9.0,18.0,8.0,0.5,1,833.3333333333334
198,Москва,ВАО,р-н Гольяново,Щелковская,Красноярская улица 11,1979.0,3.0,1.0,Изолированная,2.64,,Есть,Косметический,,3.0,16.0,19,на транспорте,15000,10.0,12.0,42.0,0.3333333333333333,1,1250.0
199,Москва,ВАО,р-н Гольяново,Щелковская,Байкальская улица 26/10,1966.0,3.0,1.0,Изолированная,2.64,1 раздельный,,Косметический,2.0,3.0,9.0,10,пешком,13000,7.0,12.0,55.0,0.3333333333333333,1,1083.3333333333333
200,Москва,ЮВАО,р-н Марьино,Марьино,Новочеркасский бульвар 49,1993.0,2.0,1.0,,2.64,1 раздельный,Есть,Косметический,2.0,2.0,14.0,4,пешком,16000,7.0,14.0,28.0,0.5,1,1142.857142857143
201,Москва,ЮВАО,р-н Марьино,Курьяново,Батайский проезд 9,1980.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,5.0,9.0,12,пешком,16000,8.0,13.0,41.0,0.3333333333333333,1,1230.7692307692307
202,Москва,ВАО,р-н Новокосино,Новокосино,Суздальская улица 16к2,1992.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Евроремонт,2.0,5.0,14.0,17,пешком,17000,9.0,17.0,29.0,0.3333333333333333,2,1000.0
203,Москва,ВАО,р-н Гольяново,Щелковская,Чусовская улица 11К2,1969.0,2.0,1.0,,,,,Косметический,,2.0,5.0,10,пешком,15000,6.0,12.0,52.0,0.5,1,1250.0
204,Москва,ЮВАО,р-н Марьино,Марьино,Батайский проезд 29,1969.0,3.0,2.0,,,,Есть,Косметический,,9.0,9.0,18,пешком,17000,7.0,24.0,52.0,0.6666666666666666,1,708.3333333333334
205,Москва,ВАО,р-н Перово,Перово,Зеленый проспект 35К3,1966.0,2.0,1.0,,2.64,,,Косметический,,1.0,5.0,7,пешком,23000,8.63880341880342,18.5,55.0,0.5,1,1243.2432432432433
206,Москва,ЮВАО,р-н Текстильщики,Текстильщики,Люблинская улица 35К1,1965.0,3.0,1.0,,2.64,1 раздельный,Есть,Косметический,,7.0,9.0,15,пешком,13000,7.0,15.0,56.0,0.3333333333333333,1,866.6666666666666
207,Москва,ЦАО,р-н Таганский,Калитники,Нижегородская улица 25,2007.0,3.0,1.0,Изолированная,,"1 совмещенный, 1 раздельный",Есть,Косметический,,9.0,24.0,9,пешком,17000,9.5,17.0,14.0,0.3333333333333333,1,1000.0
208,Москва,ЮВАО,р-н Люблино,Люблино,Краснодонская улица 14К3,1956.0,2.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,,4.0,5.0,14,пешком,16000,8.0,18.0,65.0,0.5,1,888.8888888888889
209,Москва,ЗАО,р-н Кунцево,Молодежная,улица Екатерины Будановой 8,1955.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,,1.0,5.0,15,пешком,20000,9.0,18.0,66.0,0.3333333333333333,1,1111.111111111111
210,Москва,САО,р-н Коптево,Красный Балтиец,Большая Академическая улица 25,1957.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,2.0,5.0,5.0,17,пешком,16000,7.0,16.0,64.0,0.5,1,1000.0
211,Москва,САО,р-н Тимирязевский,Окружная,3-й Нижнелихоборский проезд 4А,1963.0,2.0,1.0,Смежная,,,Есть,Косметический,,1.0,8.0,9,пешком,14000,6.0,12.0,58.0,0.5,1,1166.6666666666667
212,Москва,САО,р-н Тимирязевский,Петровско-Разумовская,улица Линии Октябрьской Железной Дороги 4,1966.0,2.0,1.0,Изолированная,2.64,1 совмещенный,Есть,Косметический,2.0,3.0,9.0,10,пешком,15000,9.0,10.0,55.0,0.5,1,1500.0
213,Москва,СЗАО,р-н Щукино,Щукинская,улица Маршала Новикова 15,1960.0,5.0,1.0,Изолированная,3.0,1 раздельный,Есть,Евроремонт,2.0,1.0,4.0,5,пешком,13000,10.0,8.0,61.0,0.2,2,1625.0
214,Москва,ЮВАО,р-н Печатники,Кубанская,улица Кухмистерова 16,1969.0,3.0,1.0,Изолированная,2.64,1 раздельный,,Евроремонт,2.0,1.0,9.0,6,пешком,19000,6.0,16.0,52.0,0.3333333333333333,2,1187.5
215,Москва,ЮАО,р-н Донской,Крымская,Севастопольский проспект 7К1,1959.0,3.0,1.0,Изолированная,3.0,1 раздельный,Есть,Косметический,1.0,5.0,5.0,4,пешком,20000,10.0,20.0,62.0,0.3333333333333333,1,1000.0
216,Москва,ЮАО,р-н Братеево,Борисово,улица Борисовские Пруды 16К6,1999.0,2.0,1.0,Изолированная,2.64,1 раздельный,,Косметический,,19.0,22.0,3,пешком,15000,10.0,14.0,22.0,0.5,1,1071.4285714285713
217,Москва,ЦАО,р-н Пресненский,Шелепиха,Мукомольный проезд 7к1,1960.0,2.0,1.0,Смежная,,,Есть,Косметический,,3.0,5.0,6,пешком,15000,6.0,12.0,61.0,0.5,1,1250.0
218,Москва,ЗАО,р-н Ново-Переделкино,Новопеределкино,улица Шолохова 10,1988.0,2.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,2.0,5.0,17.0,2,пешком,18000,9.0,14.5,33.0,0.5,1,1241.3793103448277
219,Москва,ЗАО,р-н Тропарево-Никулино,Юго-Западная,проспект Вернадского 89К2,1969.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Без ремонта,,8.0,9.0,10,пешком,18000,6.0,14.0,52.0,0.3333333333333333,0,1285.7142857142858
220,Москва,ЗАО,р-н Дорогомилово,Парк Победы,площадь Победы 1кА,1957.0,2.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,,11.0,12.0,3,пешком,18000,8.0,18.0,64.0,0.5,1,1000.0
221,Москва,САО,р-н Тимирязевский,Тимирязевская,улица Костякова 17К1,1965.0,3.0,1.0,Изолированная,,1 раздельный,Есть,Косметический,,8.0,9.0,8,пешком,20000,7.0,15.0,56.0,0.3333333333333333,1,1333.3333333333333
222,Москва,ЮАО,р-н Орехово-Борисово Южное,Домодедовская,Каширское шоссе 146К2,1977.0,3.0,1.0,Изолированная,2.64,1 раздельный,Есть,Косметический,1.0,1.0,16.0,15,на транспорте,16000,10.0,18.0,44.0,0.3333333333333333,1,888.8888888888889
